load,hour,profit
b13,23,5807.446379999999
b13,24,5011.90578
b14,1,3835.5668220000002
b14,2,3606.577758
b14,3,3434.83596
b14,4,3377.588694
b14,5,3377.588694
b14,6,3434.83596
b14,7,4236.297684
b14,8,4225.039476
b14,9,4481.839682280702
b14,10,4716.323136
b14,11,4652.237952
b14,12,4603.777139999999
b14,13,4603.777139999999
b14,14,4603.777139999999
b14,15,4506.8555160000005
b14,16,4506.8555160000005
b14,17,4797.620387999999
b14,18,4846.0812
b14,19,4846.0812
b14,20,4652.237952
b14,21,4409.933891999999
b14,22,4022.2473959999993
b14,23,3586.370718
b14,24,3095.087058
b15,1,5289.6579059999995
b15,2,4973.857434
b15,3,4737.007079999999
b15,4,4658.056962
b15,5,4658.056962
b15,6,4737.007079999999
b15,7,5842.3087319999995
b15,8,5648.795447999999
b15,9,5992.132319649121
b15,10,6305.632127999999
b15,11,6200.915615999999
b15,12,6136.322744999998
b15,13,6136.322744999998
b15,14,6136.322744999998
b15,15,6007.137003
b15,16,6007.137003
b15,17,6394.694228999999
b15,18,6459.287099999999
b15,19,6459.287099999999
b15,20,6200.915615999999
b15,21,5877.951260999999
b15,22,5361.208292999999
b15,23,4794.907764
b15,24,4138.071083999999
b16,1,1363.3428
b16,2,1281.9492
b16,3,1220.9039999999998
b16,4,1200.5556
b16,5,1200.5556
b16,6,1220.9039999999998
b16,7,1505.7815999999998
b16,8,1390.0523999999998
b16,9,1474.540543859649
b16,10,1551.6863999999998
b16,11,1518.6527999999998
b16,12,1502.8334999999997
b16,13,1502.8334999999997
b16,14,1502.8334999999997
b16,15,1471.1948999999997
b16,16,1471.1948999999997
b16,17,1566.1106999999997
b16,18,1581.9299999999998
b16,19,1581.9299999999998
b16,20,1518.6527999999998
b16,21,1439.5562999999997
b16,22,1313.0018999999998
b16,23,1179.9281999999998
b16,24,1018.2942
b18,1,3554.3430989999997
b18,2,3342.1435109999998
b18,3,3182.9938199999997
b18,4,3129.943923
b18,5,3129.943923
b18,6,3182.9938199999997
b18,7,3925.6923779999997
b18,8,3363.7908419999994
b18,9,3568.243886052631
b18,10,3754.929312
b18,11,3644.927424
b18,12,3606.959429999999
b18,13,3606.959429999999
b18,14,3606.959429999999
b18,15,3531.0234419999997
b18,16,3531.0234419999997
b18,17,3758.8314059999993
b18,18,3796.7993999999994
b18,19,3796.7993999999994
b18,20,3644.927424
b18,21,3455.087453999999
b18,22,3151.3435019999997
b18,23,2855.310831
b18,24,2464.172361
b19,1,1407.5081279999997
b19,2,1323.477792
b19,3,1260.45504
b19,4,1239.447456
b19,5,1239.447456
b19,6,1260.45504
b19,7,1554.561216
b19,8,1155.2151239999996
b19,9,1225.42973
b19,10,1289.5424639999999
b19,11,1229.7516479999997
b19,12,1216.9417349999999
b19,13,1216.9417349999999
b19,14,1216.9417349999999
b19,15,1191.3219089999998
b19,16,1191.3219089999998
b19,17,1268.1813869999999
b19,18,1280.9913
b19,19,1280.9913
b19,20,1229.7516479999997
b19,21,1165.7020829999997
b19,22,1063.2227789999997
b19,23,980.589582
b19,24,846.2622419999999
b20,1,582.22464
b20,2,547.4649600000001
b20,3,521.3952
b20,4,512.7052800000001
b20,5,512.70528
b20,6,521.3952
b20,7,643.05408
b20,8,286.64832
b20,9,304.0709614035088
b20,10,319.9795200000001
b20,11,277.696512
b20,12,274.80384
b20,13,274.80384
b20,14,274.80384
b20,15,269.01849599999997
b20,16,269.01849599999997
b20,17,286.37452799999994
b20,18,289.2672
b20,19,289.2672
b20,20,277.696512
b20,21,263.23315199999996
b20,22,240.09177599999998
b20,23,243.31776000000008
b20,24,209.98656000000005
b21,1,0.0
b21,2,0.0
b21,3,0.0
b21,4,0.0
b21,5,0.0
b21,6,0.0
b21,7,0.0
b21,8,0.0
b21,9,0.0
b21,10,0.0
b21,11,0.0
b21,12,0.0
b21,13,0.0
b21,14,0.0
b21,15,0.0
b21,16,0.0
b21,17,0.0
b21,18,0.0
b21,19,0.0
b21,20,0.0
b21,21,0.0
b21,22,0.0
b21,23,0.0
b21,24,0.0
